,tweet
16232,"Recieved on whtsp,if anyone can help him #plasma #Thane #COVID19India
#PlasmaRequirement

*urgent need of support*
My son Nikhil, is in *urgent* need of plasma.
Could you help us arrange any donors/ leads?
Name: Nikhil Arora 
Blood Group : O+
Age: 27
Sex: male
Spo2 - 74%"
16233,RT @jeonfolders: [NAVER] BTS Jungkook’s solo song ‘Euphoria’ and self-composed song ‘Your Eyes Tell’ have been certified Silver and Gold re…
16234,"RT @kim_siever: Today’s news story:

AHS awards private laundry contract after months of lobbying by UCP donors 

#ableg #abpoli #abhealth…"
16235,"RT @ajplus: The largest rainforest in the U.S. is under threat. 

Tongass National Park holds 40% of all carbon stored by national parks in…"
16236,"@SpaceX @elonmusk hey buds, Joe Biden’s American Jobs plan is really gonna help Tesla out, can you please get more involved with the gov and donate $ for green energy initiatives?? you are a good man I believe, and we really need your help for net zero carbon emissions:)) i’m scared for earth😓😓"
16237,"RT @GretaThunberg: A friendly reminder: We can't solve the climate crisis without treating it like a crisis.

What does that mean?

It mean…"
16238,"RT @da13thsun: Judgment time Waters start boiling and Evil Ones call this Climate Change lmmfa 😂 😂 😂 😂 😂

Ye have been Warned!

Choose Wise…"
16239,"Americans especially need to realize that EVERYONE ELSE KNOWS CLIMATE CHANGE IS HAPPENING. It is no longer enough to praise people who simply admit it is real. We are far, far past that point."
16240,"RT @GOP: Biden’s decision to rejoin the Paris Climate Agreement could cost Americans between 400,000 and 2.7 million jobs."
16241,".@TimmermansEU @CharlesMichel @EUcouncil @2021PortugalEU
We are heading towards climate chaos
To introduce legislative barriers at a point when science shows how important it is to shift towards plant-based diets is insane
#StopAM171
https://t.co/QaENBYMxQs"
16242,"RT @HarleyRouda: Michelle Steel fast tracked the sale of our public land to one of her mega donors during her final days as Supervisor.

Th…"
16243,"RT @JCarrollFoy: America now has a president who cares about combatting climate change, ending the gun violence epidemic, and protecting vu…"
16244,"RT @AdamBandt: We know that gas is as dirty as coal, but if you want more details about why this is a terrible idea, this is a great place…"
16245,"RT @WSOnlineNews: Two weeks later, Kenney still silent on O’Toole’s carbon tax plan https://t.co/YuAAC1jRX3 #Kenney #OToole #carbontax #Con…"
16246,"RT @secularcitizen2: If you like @SpeakerPelosi, you're not on the left. Nancy is a corrupt conservative who has worked for her donors and…"
16247,RT @deirdrekent: World energy consumption from 1800. Any chance the first world will de-grow in order to reverse climate change? Big change…
16248,"@daffodildream30 @chadow_dg @missashleyng yes it is, but please, https://t.co/pqstzY2jez"
16249,"RT @bndaiids: hoping all my north texas moots r doing okay n are safe :(( please be careful n stay inside !! bring any pets inside, as well…"
16250,RT @climate: Banks produce 700 times more emissions from loans than offices https://t.co/uRbEjrS9QX
16251,"RT @jimmy_dore: “I'm sorry to inform u but ur proving her right with this tweet. THEY DIDN’T CUT CHILD POVERTY IN HALF, THAT WAS PROPAGANDA…"
16252,I saw Musk said something about Bezos can't get it up to orbit. Here's something to think about how's it Tesla can't get it's (profit up) without carbon credits and bitcoin lol @JeffBezos @WIRED @WSJ @arstechnica @CNBC @nytimes @CNN @FordMustang @Ford @washingtonpost
16253,RT @CARROTHUSBAND: 7. Pint Network- connects blood donors who have covid antibodies with patients. their fund helps low-income patients wit…
16254,Ok this hits hard
16255,"RT @JackNationalist: A People's Party Government will:

""Withdraw from all UN commitments, including the Global Compact on Migrations and t…"
16256,RT @LeoDiCaprio: From the @NRDC: It is essential that countries like #Japan commit to cutting their emissions by at least 50% by 2030. Prim…
16257,"RT @BeauTFC: Um... if we're just going to be handing out DARPAs, can we get a DARPA for climate change as well?"
16258,"@SenatorTimScott;@votetimscott; page 2. (Dear Mr. Tim Scott) still  no income, $0 income in their households (many do not even have ""NOTHING)"", people are still suffering under Donald Trump from Global Warming (warnings) Catastrophe from 2016 to 01/2021. Americans, still earning"
16259,RT @ECOWARRIORSS: All attempts to fix our climate crisis have failed because the priority has always been not to save our climate but to sa…
16260,"RT @ynakg2: *PLASMA DONORS REQUIRED FOR COVID TREATMENT URGENTLY* 

Patient: Hitesh palgaht
Age: 29
Hospital: sunshine hospital Secunderaba…"
16261,RT @cdelvallejr: “Climate change is going to be the next c*v*d thing for CNN” https://t.co/Atnh66VAgo
16262,RT @EarthshotPrize: We are excited to begin hearing from our exciting panel members discussing ‘should we be optimistic about climate chang…
16263,"RT @ewsiddall: So true. Housing is: mining our economic future, increasing financial risk to homeowners (not lenders), making inequality wo…"
16264,"RT @priyajanipatel: My heart pains for India’s COVID-19 continued battle, if you’re looking to donate, anything helps!

Donors in USA
https…"
16265,RT @newtgingrich: There is a mass exodus of law enforcement officers happening in Democrat-run cities with a growing amount of anti-police…
16266,"RT @JeffRybak: The Covid pandemic is a dress rehearsal for challenges that await us in the near-term future, notably climate change, popula…"
16267,RT @kateaguy: Ambassador Power has made clear that building resilience against global climate threats will be central to the work of @USAID…
16268,"RT @btschartdata: 🇯🇵 RIAJ new streaming certification:

'Your eyes tell' — Gold (50,000,000 streams)
'Anpanman' — Silver (30,000,000 stream…"
16269,@ScottMorrisonMP Please lay your hands on climate change.
16270,"Do your donors really understand the work you are doing and the impact being created? 
#charity #socialimpact #nonprofitimpact #kpis #charitydashboard #nonprofitdashboard
https://t.co/2cD1X0iQCk"
16271,"RT @GretaThunberg: A friendly reminder: We can't solve the climate crisis without treating it like a crisis.

What does that mean?

It mean…"
16272,RT @AnaMardoll: Could we stop with the individualized non-solutions and actually tackle the massive corporations that are poisoning our pla…
16273,"RT @ToscaAusten: The way Joe Biden is talking, the federal government is going to take over the private sector, creating “millions and mill…"
16274,"RT @AlexEpstein: What @benshapiro is saying in general is particularly true in energy. Bumbling, ""boring"" @JoeBiden is unconstitutionally p…"
16275,So would the cows.
16276,".@TimmermansEU @CharlesMichel @EUcouncil @2021PortugalEU
Please take the climate crisis seriously and protect plant foods
Our future depends on it
#StopAM171
https://t.co/dQ9ocag2zK"
16277,RT @jedi_fu: Who knew John Kerry was an informant for a terrorist regime? 🤔 I thought he was a climate wizard and a burden to the American…
16278,She’s going to body this role. I love her as Quellcrist on Altered Carbon. Hope that show gets renewed.
16279,Algorand Pledges to be the Greenest Blockchain with a Carbon-Negative Network Now and in the Future $ALGO https://t.co/kdZvD8hMtB
16280,"RT @chaitanya9238: *PLASMA DONORS REQUIRED FOR COVID TREATMENT URGENTLY* 

Patient: Srinivas Bkvr
Age: 48
Hospital: Pratima hospital, Kachi…"
16281,"RT @PaulMitchell_AB: ""CBC quietly deletes interview with author who wrote about bombing and gassing white people in a race war""

It's time…"
16282,"Aquariums: My first tank, 10 years old, still without co2. Endlers, 9 years old neritina and ""pest"" ...

https://t.co/2OBEVi84yq https://t.co/bX1xr7Hriz"
16283,i lost faith in individual action making a difference in helping to stop climate change when the radio station started asking me to try washing my hands with cold water
16284,"RT @By_Concrete: Because cement producers use alternative fuels, building with concrete can help keep waste out of landfills, reducing meth…"
16285,"RT @DawnTJ90: What I learned from Dr Katharine Hayhoe...

If we reduce 'carbon' emissions to ZERO

We will have a stable climate.

Not too…"
16286,"RT @ToscaAusten: “We can do this. We can do this. Together we can. When I think climate change I think jobs. 
We can finally get jobs. 
Job…"
16287,"RT @antonioguterres: In the months ahead, governments must dramatically step up their climate ambitions – particularly the biggest-emitting…"
16288,"RT @billboard_twice: For everyone who still don't know about RIAA certification, RIAA certification based on the number of albums and singl…"
16289,RT @G_Padraic: I’m old enough to remember when a freak winter storm brought on by climate change rendered Texas a no energy state.
16290,RT @AnaMardoll: Could we stop with the individualized non-solutions and actually tackle the massive corporations that are poisoning our pla…
16291,"I don't like Biden, but where is the lie? How would having to pay some taxes ""fundamentally change"" the condition of the wealthiest 1%? It would not."
16292,"RT @ravenscimaven: 5. How much is this going to cost?

Most zero-carbon solutions are expensive. Fossil fuel prices aren’t a proper reflect…"
16293,"RT @gfinockio: @Albertaparks @BCKOR @JasonNixonAB @JessStCool So why is it day use in the McLean Creek PLUZ is free (no fees), while the ot…"
16294,RT @OhioIndy1: @senrobportman Pay attention Robbie. Your “largest tax hike in a generation” targets those companies who don’t pay any taxes…
16295,RT @YahooNews: A new study on a particularly harmful type of air pollution shows just how broadly those disparities hold true. https://t.co…
16296,"@APompliano Climate change is a temporary, we’ll help you permanently destroy it."
16297,"RT @GHGGuru: When I point at fossil fuels as the elephant in the climate room, some blame me of deflection away from livestock. Now, 101 No…"
16298,"RT @stufflistings: The alleged OPPO Enco Air (model number ETI61) receive the TUV Rheinland certification.
#OPPO #OPPOEncoAir https://t.co/…"
16299,"@SurvivingMyWay Yes. And adult poverty, war, police brutality, corporate abuse, pollution, ignorance, sickness, and death."
16300,"RT @ClimateEnvoy: As @POTUS reminded us, ""We will lead not merely by the example of our power but by the power of our example.” This Earth…"
16301,"RT @KavangoAlive: .@KingsmillBond cont: ""Geopolitics will be transformed as nations are freed from expensive imports of coal, oil &amp; gas. Cl…"
16302,@MarkRober you gotta try something for the elon musk climate change challenge
16303,"RT @stufflistings: Redmi gaming phone (the supposed Dimensity 1100 edition) visits TENAA.
Plus, the Redmi K40 Gaming (Dimensity 1200, launc…"
16304,"LYING FLED CRUZ left the country during the worst TX disaster to date.
26 people dead. 300+ treated for carbon monoxide poisoning. $18 Billion in damage. TX is losing $3B a day in losses. 14.9 million under a BOIL water notice or have NO water at all.
https://t.co/SCHrePvoQ0 02"
16305,"The article Baselessly Connected Biden's Climate Proposals to an Academic Paper from 2020 that is NOT about Biden and says NOTHING about the Government Imposing Dietary Limits."""
16306,RT @ProudSocialist: And you continue to kiss progressive lawmakers ass despite the fact that they continue to run cover for the right-wing…
16307,"RT @GHGGuru: And frankly, who cannot see who the carbon culprit is in a country like the US? [note: Agriculture is both plants and livestoc…"
16308,"RT @PJM_data: The next idols with the most sponsors were Kang Daniel (89 sponsors) and Wonho (40 sponsors,) as well as various other fandom…"
16309,@Iowa_1776 The government doesn’t have any money that didn’t come from unwilling donors to the IRS.
16310,"RT @shwood: Yes. We were just discussing that it's a bit weird that when I asked for the weather, my Amazon Echo said ""there is a tornado w…"
16311,"RT @VP: I spoke with President @Niinisto of Finland today. We discussed our close defense partnership and cooperation on global health, cli…"
16312,RT @awwwnchal: PLASMA DONORS AVAILABLE
16313,RT @HOUSEOFDEVI: happy earth day guys a reminder that just 100 corporations cause 71% of carbon emissions
16314,RT @MoreAndAgain: We are not taking this climate crisis seriously as long as we continue to allow CVS to print these long-ass receipts. 🙄
16315,RT @ilDonaldoTrumpo: THE ONLY CLIMATE CHANGE YOU KNOW HAPPENS INSIDE YOUR DIAPERS JOE.
16316,"Might have to get into transhumanism after all...

For the record, declaring my brain uploaded to the cloud is me alive and well.

My biological body is but a skin, a la Altered Carbon."
16317,"RT @SenWhitehouse: Oil and gas facilities are responsible for huge amounts of methane pollution, one of the strongest drivers of climate ch…"
16318,"RT @DanScavino: “While Mike Pompeo was secretary of state and advising Donald Trump, Biden climate czar and former Secretary of State John…"
16319,"@liegeofshadows @PrincesssTeagan @Jacosketching @Matt6noodle @IATSE a TRADE that is in high demand, but only with training and experience.I'm saving them student loan debt.They are earning the experience. I could apprentice them and pay them NOTHING.They also know what they are signing up for.A minimum $20/hr before certification, $30+ with cert."
16320,"RT @EddyJokovich: Morrison’s religious views are also guiding his inaction on climate change, mismanagement of vaccines, ending JobKeeper.…"
16321,"RT @MythriOfficial: *PLASMA DONORS REQUIRED FOR COVID TREATMENT URGENTLY* 

Patient: Hitesh palgaht

Age: 29

Hospital: sunshine hospital S…"
16322,RT @paliaf: Blood required URGENT: A colleague’s father needs O-ve or A-ve donors who can visit Kokilaben Hospital between 9am &amp; 5pm. Pleas…
16323,"RT @stufflistings: Redmi Note 10 5G (POCO M3 Pro) receives the NBTC certification.
#Xiaomi #Redmi #RedmiNote105G #POCOM3Pro https://t.co/uJ…"
16324,RT @yikesangeI: climate change is real 💔🌎 https://t.co/xe25S3B9gl
16325,"RT @AdamBandt: In just 24 hours, Morrison's set to fund a new gas-fired power station in the Hunter.

The market doesn't want it. It's too…"
16326,"RT @LeoDiCaprio: Healthy planet, healthy people. How slowing #ClimateChange saves lives:
https://t.co/op0MESX04p"
16327,"RT @secularcitizen2: If you like @SpeakerPelosi, you're not on the left. Nancy is a corrupt conservative who has worked for her donors and…"
16328,RT @nsfwonks: y'all love making ordinary people feel individually guilty about climate change instead of naming the 100 corporations respon…
16329,".@TimmermansEU @CharlesMichel @EUcouncil @2021PortugalEU
EU commission calling to fight climate change but trying to gag plant based companies that reduce our carbon footprint
The clock is ticking we are heading towards climate crisis
#StopAM171
https://t.co/omE5Kd5K5o"
16330,"RT @MsKellyMHayes: I don't like Biden, but where is the lie? How would having to pay some taxes ""fundamentally change"" the condition of the…"
16331,RT @AxelSavage4: This is the kind of indoctrinated fuctardo idiots we're dealing with.... https://t.co/d6byU95Yqg
16332,"@wheats29626153 And the UN always gives a pass to the elephant in the room: China.

And, BTW, since CO2 is a proxy for economic activity, I would NOT recommend you reducing your emissions. https://t.co/yC4XBeLoIq"
16333,"RT @BEBRAVElifestyl: Let's collaborate to keep our environment clean because land pollution can be detrimental to the health of people,  as…"
16334,"@LiquidDriver Liquid Driver will solve the problems
Whales manipulate the game with sizeable funds and dumping on other stakers.
Intensive token emission ultimately leading to price suppression.

@iam_Vj92 @abenhamuda77 @AbizMind"
16335,RT @rednek1965: @SenJohnBarrasso @JoeBiden You have your blinders on.  There's more good energy jobs than just fossil fuels. You and yours…
16336,RT @drjulie_b: Is it my dog or is it 100 companies producing 70% of global emissions
16337,RT @PHCeoJM: #Economy #JM - European Union building Jamaica's capacity to improve export performance - @JamaicaObserver  https://t.co/uhdgC…
16338,RT @chilledasad100: Climate justice &amp; food sovereignty movements have long said that Gates is not some kindly old billionaire. His solution…
16339,"RT @AlexArrelia: In a world where crypto, NFTs, billionaires with private jets, deforestation for strip mining, and coal power plants exist…"
16340,"RT @healthy_climate: @nytimes: During the pandemic, stay-home orders have sharply cut pollution. Researchers reported that the cleaner skie…"
16341,"RT @official_dgar: TREE PLANTATION DRIVE BY ASSAM RIFLES IN MANIPUR
Loktak Battalion of Assam Rifles on 26 Apr organized a Tree Plantation…"
16342,"RT @GregAbbott_TX: Biden rejoined the Paris Climate Agreement, which could destroy up to 2.7M jobs.

TX is a pro-energy state. We will not…"
16343,RT @EDFCleanAir: Let’s all work to educate physicians how air pollution is a trigger for asthma and ask them to step up to fight for clean…
16344,"RT @Pobbathi_Venku: @arunbothra Sir 

My mother in law died

Distance between hospital and cremation place is 10 KM and Ambulance charged 3…"
16345,"The largest rainforest in the U.S. is under threat. 

Tongass National Park holds 40% of all carbon stored by national parks in the country.

@JaneGoodallInst @elonmusk @GlobalLF @RnfrstAlliance @RnfrstAll_UK @EricHolthaus @MikeHudema @MichaelEMann 
 https://t.co/fOaaWxLzYJ"
16346,RT @patagonia: An ambitious goal could protect humans and wildlife from the worst of climate change. Get involved with @SouthernUTWild and…
16347,RT @GordonOfSeattle: 😬. Right now it is really hard to get access into the mountains without a car of some sort. But Seattle HAD an electri…
16348,"RT @SenSchumer: THIS IS BIG:

The Senate just voted to reverse a Trump-era decision to roll back limits on methane pollution from oil and g…"
16349,"RT @AlexEpstein: What @benshapiro is saying in general is particularly true in energy. Bumbling, ""boring"" @JoeBiden is unconstitutionally p…"
16350,"@aldatweets @ajgradilla @UCBerkeley Interdisciplinary Studies's been a good place to introduce students to interdisciplinary work on the climate such as @oreskes @ @ErikMConway End of Western Civ, @oreskes on science, @ProfMarkMaslin @SimonLLewis on Anthropocene, Andreas Malm on emergency, debate on Ramsey discount"
16351,"RT @healthy_climate: Pollutants, especially soot, will melt snow faster if it lands on it.

Without COVID, would researchers have realized…"
16352,"RT @henrikfisker: Looking out over the Ocean! Let’s keep our planet clean! I believe 100% of new passenger cars sold in 2030, in US, EU &amp; C…"
16353,".@TimmermansEU @CharlesMichel @EUcouncil @2021PortugalEU
The EU commission is lying! Calling to fight climate change but trying to gag plant-based companies that reduce our carbon footprint.
Hypocrites!
#StopAM171
https://t.co/amckvtfF4Z"
16354,"RT @luisbaram: We can argue if more CO2 in the atmosphere will be good, bad or a mixed blessing, but what is a FACT is that solar panels, i…"
16355,"Wouldnt it have been sweet if, in the 21st c, nobody had to pay attention to this because yes glass ceiling but also pandemic climate change human rights wars 🥲"
16356,RT @patagonia: An ambitious goal could protect humans and wildlife from the worst of climate change. Join the journey to safeguard 30% of t…
16357,"RT @HarleyRouda: Michelle Steel fast tracked the sale of our public land to one of her mega donors during her final days as Supervisor.

Th…"
16358,@Bit_Faced @mattysats It’s like taking an original Picasso and not agreeing with certain aspects of the painting and creating a carbon copy with several variances to the original. The original will always be an original...a copy and two copies of the copy will never be the original.
16359,"RT @AlexEpstein: What @benshapiro is saying in general is particularly true in energy. Bumbling, ""boring"" @JoeBiden is unconstitutionally p…"
16360,"RT @jamisonfoser: Hello Vox Dot Com, you produced a podcast series with the head of an oil industry front group, leave my cat the fuck out…"
16361,@BrentBozell Aren’t you the guy who spent your donors money on a huge house?
16362,@MittRomney It was inspiring to see you publicly clap at many of @POTUS remarks tonight.  It took courage in today’s political climate to encourage bipartisan anything.  Thank you for exemplifying the attitude our founding fathers wanted us all to exhibit!
16363,"RT @EzequielMPinedo: ""just aced my esports certification exam"" https://t.co/0dXdUk6oBF"
16364,"RT @MythriOfficial: *PLASMA DONORS REQUIRED FOR COVID TREATMENT URGENTLY* 

Patient: Hitesh palgaht

Age: 29

Hospital: sunshine hospital S…"
16365,"RT @HarleyRouda: Michelle Steel fast tracked the sale of our public land to one of her mega donors during her final days as Supervisor.

Th…"
16366,RT @martuk56: @jimaw63 @ripgustriandos @_Shalom__ @MarkBatin @Renegade424 @Thumper18560818 @LadyOfTheOcean1 @ksummers7 @JDW714 @cpalace68 @…
16367,"RT @BarrettWilson6: BREAKING: Biden promises massive spending, climate change action, police reform in gaffe-filled speech

https://t.co/Ks…"
16368,Energy independence is so crucial. We are definitely going backwards
16369,RT @OxfordNetZero: We’re delighted to have aided @BCorporation in creating the B Climate Tools Library! Watch the video to learn more...
16370,RT @G_Padraic: I’m old enough to remember when a freak winter storm brought on by climate change rendered Texas a no energy state.
16371,"And humans are still reproducing where land will be sparse, unintelligent species continues
#guide #talks
https://t.co/l4e7P5JTFI"
16372,RT @algore: These first 100 days have been marked by tremendous progress. @POTUS has restored science across government &amp; renewed U.S. lead…
16373,RT @chilledasad100: Climate justice &amp; food sovereignty movements have long said that Gates is not some kindly old billionaire. His solution…
16374,RT @Francis_Hoar: Closing date for this consultation on vaccine passports is this Monday
16375,RT @GinaForAustin: Join us for this week's TX Youth Climate Corps Teach-In! Dr. Stuart J. Birnbaum is simulating the effects of climate cha…
16376,@MarkRober Make an effort at elon musks climate change challenge
16377,"Sustainable investment in natural capital provides exposure to projects focused on nature. Melissa McDonald, Global Head of Responsible Investment, HSBC Asset Management, spoke to @straits_times on how banking on nature can help combat climate change. https://t.co/ZOKN3ojvei https://t.co/qE5vJVhBOy"
16378,"RT @SDG2030: The largest rainforest in the U.S. is under threat. 

Tongass National Park holds 40% of all carbon stored by national parks i…"
16379,RT @algore: These first 100 days have been marked by tremendous progress. @POTUS has restored science across government &amp; renewed U.S. lead…
16380,"@GeorgeTakei Killing over 500K Americans, Russian Collusion, Capitol Insurrection would be my top picks!  Honorable mention thinking climate change is a hoax!"
16381,RT @arctic_today: Industries and polluters in Northern Europe would send compressed carbon dioxide in cold liquid form to be injected into…
16382,"RT @fearIessknj: I lost my teenage years to strict parents, currently losing my twenties to the pandemic &amp; then I'll lose my thirties to th…"
16383,"@dqking63 @noplaceforsheep @Monocotyledon Many do. For example Uniting Church in Australia are very active in areas of social justice, climate change action, equality and inclusiveness."
16384,RT @helloashpreet: Have donors available from all these locations. If you have a requirement then please DM me or @riyaratan. https://t.co/…
16385,".@TimmermansEU @CharlesMichel @EUcouncil @2021PortugalEU
AM171 goes against the commitment outlined in Europe’s climate strategy to move consumers towards more plant-based diets, and is caving to pressure from Europe’s dairy industry
#StopAM171
https://t.co/ldbHLuAWt2"
16386,RT @ToombsToni: Are any of y'all old enough to remember when the climate cult told us that aerosol hair spray was destroying the ozone laye…
16387,"RT @Reilly2020: Dem leadership over 16 years built a livable, business-friendly climate in Montana. In a few years, the GOP will have destr…"
16388,"Corona is sanjeevini  brought in world to save mother earth from Pollution,  global warming, I feel earth has recovered a bit due to covid lockdown."
16389,What Controls Climate? Hmm. I wonder. 🧐 https://t.co/Jv0XrkkSTy
16390,"@FotiosPanos Gees I’ll need a hectare or two and a rather big glasshouse made from carbon captured from algae turned into byproducts that can 1. Build walls, 2. Protect me from waves. 3. Create electricity for 4. Photosynthesis to 5. Produce plants to 6. Sustain my insect population and ..."
16391,"Attention coffee drinkers! Read this story from @AGU_Eos to learn about 1. coffee cherries, 2. the NASA of coffee and 3. how climate change is affecting coffee. 

https://t.co/GuWHj0kKtf"
16392,"Northeast Natural Energy announces use of LUMEN Terrain as it seeks independent certification of company’s natural gas production through Equitable Origin and MiQ Standards

https://t.co/qyzBZgwNmT"
16393,@erinotoole Funny you mention that. You said you’d get rid of Justin Trudeau’s carbon tax. So you’re going to replace it with Erin O’Toole’s carbon tax. PPC will scrap it entirely. https://t.co/dmxePdu49Q
16394,RT @ftcommodities: EU industry calls for urgent carbon border tax as prices soar https://t.co/fqI24RFk1o
16395,"$BKR [15s. delayed]: Issued Press Release on April 29, 00:01:00: Northeast Natural Energy Announces the Use of LUMEN Terrain as it Seeks Independent Certification of the Company’s Natural Gas Production through Equitable Origin and MiQ Standards https://t.co/mAe2dRqRsW"
16396,"RT @hrw: The youth are marching over climate change. They know our future’s at stake.
#EarthMonth https://t.co/onw4HFRQBC"
16397,"RT @PJM_data: The next idols with the most sponsors were Kang Daniel (89 sponsors) and Wonho (40 sponsors,) as well as various other fandom…"
16398,Not enough people realize how much war impacts the climate. @SenSanders
16399,"RT @ElongateCard308: My 2020 Decade Goals.

- Complete my first TAFE Certification.

- Complete Cert IV in Cyber Security.

- Find a really…"
16400,@RepBalderson Energy independence to continue to ignore global warming and do nothing to help resolve this significant issue?
16401,RT @jeonfolders: [NAVER] BTS Jungkook’s solo song ‘Euphoria’ and self-composed song ‘Your Eyes Tell’ have been certified Silver and Gold re…
16402,RT @MoreAndAgain: We are not taking this climate crisis seriously as long as we continue to allow CVS to print these long-ass receipts. 🙄
16403,"RT @PeterDClack: Climate is based on natural cycles in vast time scales. A glaciation can be 100,000 years, an interglacial 10,000. Tectoni…"
16404,Climate change isn't real @BernieSanders  stupid liberals
16405,RT @mikepompeo: China and our adversaries now know they can take advantage of us in exchange for a promise to reduce future carbon emission…
16406,"RT @PaulEDawson: “The largest concentration of the greenhouse gas methane seen over the United States”, according to a 2016 NASA study. 

B…"
16407,RT @Marie4Democracy: @TheRickyDavila He is an evil bastard who doesn’t care about the citizens in this country. He just cares about his cor…
16408,"RT @ReymiSekhhon: Godi Media who always have, be it army officials who lost life, be it natural disaster, would specify the number of dead…"
16409,"@PierreTherrie17 There's not much reason for optimism. Nothing we have intentionally done has slowed the increase in greenhouse gas concentrations.

https://t.co/e1i6RIyBHf"
16410,"Worth considering for #Canberra @YvetteSBerry @GENTLEMANMick 
@ACTCOSS @ConservationACT @heartfoundation @cbr_heartdoc"
16411,Easy Aerial Ground Station Achieves MIL-STD-810G Certification https://t.co/vToG0PmzTs
16412,Alternatively we could tax rich people.
16413,if you switch your google maps back to the fastest route option instead of the most fuel efficient you get put on a climate terror watchlist
16414,"RT @MFA_China: Carbon-14, for example, has a 5,730 year half-life. From the day of discharge, the contaminated water would affect all #Paci…"
16415,"13 US refineries exceeded emissions limits for cancer-
causing benzene in 2020.
Louisiana was home to 5 of them, the most of any state.
And yet, yesterday, our GOP controlled state legislature killed a bill that would have required better air monitoring.
https://t.co/Elr7CMTGUc"
16416,RT @wef: Businesses can empower people to take climate change action https://t.co/8FlKi2DPOx https://t.co/w1GNiQRljU
16417,"How to defeat global warming?...two visions... changing life styles and reducing carbon emissions or investing in techno-utopianism...

Climate Change vs. Techno-Utopia by Daron Acemoglu @ProSyn https://t.co/qTqP8NJwEA"
16418,"The GOP spent 40 years eviscerating unions, now when people are in trouble from too low wages for too long, &amp; government tries to step they start screaming tax &amp; spend libs are ruining the country. After the GOP just got thru stealing trillions &amp; trillions for wealthy GOP donors."
16419,"RT @MaxBoot: Far too many Republicans believe that Trump won the election (78%) and that Derek Chauvin is innocent (46%). 

Far too few bel…"
16420,"@TyotoRiffle Sorry, was not notified of your reply on this. So when are we going to meet up and bring these climate wrongdoers to their knees? DM me. Sure, too many people, evil corporations, numbers and charts. Let's go green or go accelerationism. Whatever you want, pal. Whatever you say."
16421,"@kellycarey @mtracey There is no mention of rape.  She's a lobbyist for anti climate change companies, Stringer has been in public office for over 25 years.  Somethings don't add up.  Don't throw around charges of rape."
16422,"RT @hrw: The youth are marching over climate change. They know our future’s at stake.
#EarthMonth https://t.co/onw4HFRQBC"
16423,"RT @henrikfisker: Looking out over the Ocean! Let’s keep our planet clean! I believe 100% of new passenger cars sold in 2030, in US, EU &amp; C…"
16424,EU industry calls for urgent carbon border tax as prices soar https://t.co/x62tdzlwpt
16425,RT @ProfTimStephens: “Senior Democrat John Podesta has warned Australia will be confronted by its fellow Quad members over its weak carbon…
16426,"RT @AlexEpstein: It is hard for me to think of a crueler form of mental child abuse than the @nytimes ""climate change guide for kids.""

Rea…"
16427,"RT @Pobbathi_Venku: @arunbothra Sir 

My mother in law died

Distance between hospital and cremation place is 10 KM and Ambulance charged 3…"
16428,"RT @GretaThunberg: A friendly reminder: We can't solve the climate crisis without treating it like a crisis.

What does that mean?

It mean…"
16429,"RT @ReymiSekhhon: Godi Media who always have, be it army officials who lost life, be it natural disaster, would specify the number of dead…"
16430,"RT @brillient_G: Please join me in congratulating Linh Huynh on successfully passing her 5 hour, global CIMA Certification exam... CIMA Soc…"
16431,"RT @FiyyazAhmed_06: #Globe_06
#World_06
#ClimateChange_06
#climatechange
#environment
#ClimateAction
#ClimateCrisis
#ClimateActionNow
#Clim…"
16432,"RT @Sneh4pals: @ManMundra *urgent need of suppor need of plasma.
Could you help us arrange any donors/ leads?
Name: Nikhil Arora 
Blood Gro…"
16433,RT @DotEsports: The Esports Certification Institute has announced it will issue refunds to those who signed up for its controversial $400 c…
16434,I love this song so much. It captures the social climate of this time in our history that’s so relevant today  https://t.co/zEhIxWqWZv
16435,"RT @midl108: Izzy and Jo from Carbon Interface embroideries!! 
These were real fun and real challenging slkdfjs

..them ❤️💙☺️

#CarbonInter…"
16436,"RT @SDG2030: The largest rainforest in the U.S. is under threat. 

Tongass National Park holds 40% of all carbon stored by national parks i…"
16437,"Multifunction Spinning Carbon Rod for Fishing
For more details 👇 
https://t.co/2JkTrX3f6S
👉
How many stars ⭐ you will give to this product? 
👉
#onlineshopping #kdbazar #outdoor
#newarrivals #shoponline #hiking #onlineshop #onlineshopping https://t.co/nfpiFuzLgI"
16438,"Deadly air pollutant ‘disproportionately and systematically’ harms Americans of color, study finds https://t.co/WnWfcAU5KE"
16439,"RT @NPR: President Biden said ""we're ... leading the world again"" at the #PresidentialAddress.

Two early steps he's taken to revive Americ…"
16440,"RT @atrupar: Biden: ""For too long, we've failed to use the most important word when it comes to meeting the climate crisis -- jobs, jobs, j…"
16441,"RT @MythriOfficial: *PLASMA DONORS REQUIRED FOR COVID TREATMENT URGENTLY* 

Patient: Hitesh palgaht

Age: 29

Hospital: sunshine hospital S…"
16442,"RT @PawanismNetwork: #PlasmaDonorIndia

For searching Plasma donors you can use this link.

Any city. Any blood type through Out India

htt…"
